preferred_label,cluster_status,label_cluster_0,label_cluster_1,label_cluster_2,skill_id
manage third-party logistics providers,assigned,Sales & Communication,"Procurement, Logistics & Trade",Transport & Logistics,7443
examine engineering principles,,,,,7444
e-learning software infrastructure,,,,,7445
advise on efficiency improvements,assigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,7446
perform water treatment procedures,,,,,7447
handle residual gases,,,,,7448
solicit event publicity,,,,,7449
resuscitation,manually_reassigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7450
monitor legislation developments,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7451
geology,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7452
voice interpreting,,,,,7453
build a fire,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7454
engage with offenders,assigned,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,7455
types of pensions,clustered,"Business Administration, Finance & Law",Finance & Law,Tax,7456
skin animals,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7457
manufacturer's recommended price,,,,,7458
customs regulations for passengers,,,,,7459
design electromagnets,,,,,7460
monitor processing environment conditions,,,,,7461
move the herd,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",7462
follow signalling instructions,,,,,7463
packaging functions,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7464
shellfish cultivation systems,,,,,7465
deburring processes,,,,,7466
provide advice to technicians,,,,,7467
remove photographic film from camera,,,,,7468
pose questions referring to documents,,,,,7469
develop creative ideas,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7470
install falsework,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7471
manage space utilisation,assigned,Sales & Communication,"Procurement, Logistics & Trade",Transport & Logistics,7472
regulation on the discharge of raw materials into the sea,,,,,7473
manage vehicle cleaning plan,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7474
develop project schedule,assigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,7475
monitor grounds,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7476
lead board meetings,,,,,7477
perform media outlets research,,,,,7478
types of textile fibres,,,,,7479
communicate with jury,,,,,7480
Ajax Framework,,,,,7481
analyse the need for technical resources,,,,,7482
work in a hospitality team,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7483
advise customers on power requirements of products,,,,,7484
apply precision farming,,,,,7485
provide power connection from bus bars,,,,,7486
match actors to roles,,,,,7487
operate hatchery recirculation system,,,,,7488
perform for young audiences,,,,,7489
identify electronic signals,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7490
teach marketing principles,,,,,7491
provide interpreting services in tours,,,,,7492
adapt costumes,,,,,7493
plant green plants,,,,,7494
estimate distances,,,,,7495
hydrotherapy,clustered,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,7496
battery components,,,,,7497
Montessori philosophy,,,,,7498
write Gujarati,,,,,7499
develop advanced health promotion strategies,,,,,7500
teach customer service techniques,assigned,Sales & Communication,Customer Services & Sales,Customer Services,7501
handle surveillance equipment,,,,,7502
operate medical imaging equipment,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7503
order equipment,reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,7504
create individual treatment programmes,manually_reassigned,"Healthcare, Social Work & Research",Healthcare,Public Health Administration,7505
observe confidentiality,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7506
promote financial products,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,7507
quality standards,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7508
create an airport master plan,,,,,7509
fill out forms,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,7510
monitor banking activities,,,,,7511
evaluate entertainment programme,,,,,7512
contribute to bilge and ballast operations,,,,,7513
teach art studies class,,,,,7514
evaluate clinical psychological measures,,,,,7515
use non-destructive testing equipment,,,,,7516
maintain waste incinerator,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7517
manage ethical dilemmas in genetic testing,,,,,7518
tend fertiliser mixer,,,,,7519
assess social service users' situation,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,7520
casino game rules,,,,,7521
evaluate coffee characteristics,assigned,Sales & Communication,Communication,Multimedia & Product Design,7522
maintain ship logs,,,,,7523
coordinate automotive repair and maintenance service,manually_reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,7524
Welsh,clustered,Transversal skills,Languages,Languages,7525
types of moulding,,,,,7526
assist judge,,,,,7527
provide nursing care for animals in recovery,,,,,7528
track key performance indicators,clustered,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7529
record data from biomedical tests,,,,,7530
investigate complaints about improper waste handling,,,,,7531
prepare rubber plies,,,,,7532
prepare correspondence for customers,assigned,Sales & Communication,Customer Services & Sales,Customer Services,7533
give swimming lessons,assigned,Education,Education,Extracurricular & Sports Activities,7534
brief hospital staff,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7535
manage waste rock,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",7536
manage media services department,assigned,Sales & Communication,Communication,Public Relations,7537
types of violins,,,,,7538
use shorthand computer program,,,,,7539
clear woodland,,,,,7540
research equipment needs,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7541
conserve forests,,,,,7542
meat and meat products,,,,,7543
manage tests,clustered,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7544
communicate on the environmental impact of mining,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7545
transcribe musical compositions,,,,,7546
prepress processes,,,,,7547
maintain biogas plant,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",7548
assist in children's development of basic personal skills,,,,,7549
implement scientific decision making in healthcare,,,,,7550
carry out aerial tree rigging,,,,,7551
handle complaints,clustered,Sales & Communication,Customer Services & Sales,Customer Services,7552
understand written Kazakh,,,,,7553
pronunciation techniques,,,,,7554
create cutting plan,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7555
create special effects,assigned,Education,Education,Education Management,7556
analyse latex samples,,,,,7557
manage casino facilities,,,,,7558
repair edge banding machinery,,,,,7559
crisis intervention,clustered,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,7560
plan rig operations,,,,,7561
operate amusement rides,,,,,7562
develop watering schedules,,,,,7563
understand spoken Serbian,,,,,7564
maintain automated lighting equipment,,,,,7565
take disease prevention measures,,,,,7566
operate digester machine,,,,,7567
clean animal body parts,,,,,7568
select artwork developed by staff members,,,,,7569
attend events,clustered,Sales & Communication,Communication,Public Relations,7570
supervise orthoptic treatments,,,,,7571
manage goat breeding,,,,,7572
operate drill press,,,,,7573
prepare reports on fuel sold in fuel station,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,7574
apply fishing maneuvres,,,,,7575
apply art therapy interventions,,,,,7576
behavioural disorders,clustered,Education,Education,Learning Support,7577
analyse reports provided by passengers,,,,,7578
log transmitter readings,,,,,7579
clear out drains,,,,,7580
assemble the rehearsal set,,,,,7581
